id	book	chapter	denomination	anger	disgust	fear	joy	sadness	openness	conscientiousness	extraversion	agreeableness	emotional_range	wc
920	Ezekiel	37	Independent/Bible	0.172481	0.120973	0.165875	0.160837	0.595506	0.928479	0.547805	0.046269	0.532863	0.491281	2992
921	John	14	Christian/Church Of Christ	0.121057	0.12385	0.132272	0.52578	0.586303	0.777783	0.6111	0.194178	0.97569	0.445367	890
922	Romans	2	Baptist	0.171752	0.192399	0.163548	0.490337	0.561879	0.888355	0.628145	0.069479	0.424497	0.565353	2464
923	John,  Psalms,  Revelation,  John	4, 63, 22, 4	Church Of God	0.143744	0.16443	0.14097	0.539177	0.259642	0.891751	0.358633	0.226583	0.854745	0.619388	749
924	1 Kings	12	Pentecostal	0.166509	0.440857	0.163954	0.508783	0.503805	0.837763	0.47831	0.259804	0.399918	0.651026	1235
925	Psalms	85	Methodist	0.138769	0.106234	0.124851	0.568983	0.51428	0.901659	0.93617	0.382297	0.888056	0.817138	596
926	Matthew	18	Presbyterian/Reformed	0.157336	0.179699	0.140778	0.501416	0.554653	0.861442	0.604522	0.388598	0.746272	0.653927	2874
927	Ezekiel	37	Presbyterian/Reformed	0.112098	0.458191	0.178071	0.176938	0.54882	0.90121	0.671749	0.133647	0.708011	0.509681	2627
928	Mark	8	Baptist	0.172248	0.162175	0.105352	0.472094	0.545722	0.745261	0.565677	0.114409	0.838526	0.480778	3018
929	Revelation	8	Baptist	0.20627	0.166324	0.173982	0.12188	0.573595	0.967669	0.446682	0.112202	0.131765	0.618085	1435
930	1 Corinthians	1	Lutheran	0.145778	0.174334	0.098781	0.519072	0.55782	0.666831	0.766599	0.400703	0.875359	0.695084	2018
931	Leviticus	10	Baptist	0.161423	0.498544	0.152579	0.192295	0.516625	0.883881	0.551792	0.239487	0.35564	0.474373	2879
932	1 Thessalonians	1	Brethren	0.16977	0.164945	0.126121	0.517698	0.48637	0.812052	0.655604	0.305327	0.752702	0.712566	2856
933	Luke	10	Brethren	0.435758	0.511813	0.13854	0.164198	0.549979	0.81085	0.454909	0.36748	0.755955	0.62721	2963
934	Philippians	3	Evangelical/Non-Denominational	0.473217	0.120798	0.159358	0.455138	0.562764	0.64066	0.934373	0.153065	0.488585	0.716151	2894
935	Exodus	32	Christian/Church Of Christ	0.177834	0.188416	0.184978	0.164496	0.557866	0.837857	0.242998	0.165433	0.419829	0.557492	2698
936	Ezra	1	Baptist	0.132996	0.161047	0.1317	0.556067	0.239616	0.807396	0.758297	0.094802	0.370328	0.76066	2956
937	Jeremiah	32	Christian/Church Of Christ	0.133463	0.161478	0.12834	0.533349	0.51872	0.76085	0.801446	0.159796	0.636216	0.697644	2354
938	James	1	Baptist	0.1703	0.536388	0.141973	0.529382	0.230076	0.842763	0.912798	0.285124	0.716047	0.802649	2766
939	Titus	2	Baptist	0.117721	0.099561	0.105401	0.545251	0.474349	0.850525	0.791487	0.075149	0.919849	0.695885	1663
940	Acts	2	Assembly Of God	0.148081	0.162822	0.160502	0.491478	0.219167	0.86244	0.45224	0.366263	0.715142	0.642235	2002
